"Year","Country","Region","Indicator","Geo","EnterpriseSize","Activity","Unit","Value","Flags","Note"
"2023A00","Czechia","Not applicable","Enterprises buying sophisticated or intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM, CC_PSEC, CC_PDB, CC_PDEV","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",35.2256,NA,NA
"2023A00","Austria","Burgenland (AT)","Buy cloud computing services used over the internet","AT11","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",35.2997,NA,NA
"2023A00","Sweden","Not applicable","Enterprises with e-commerce sales of at least 1% turnover","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",35.3552,"b",NA
"2023A00","Spain","Este (ES)","Buy cloud computing services used over the internet","ES5","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",35.4821,NA,NA
"2023A00","Spain","Comunidad de Madrid","Buy cloud computing services used over the internet","ES3","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",35.5534,NA,NA
"2023A00","Spain","Comunidad de Madrid","Buy cloud computing services used over the internet","ES30","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",35.5534,NA,NA
"2023A00","Austria","Not applicable","Enterprises buying sophisticated or intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM, CC_PSEC, CC_PDB, CC_PDEV","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",35.563,NA,NA
"2023A00","Malta","Not applicable","Data analytics for the enterprise is performed by the enterprise's own employees or by an external provider","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",35.5931,NA,NA
"2023A00","Latvia","Not applicable","Buy cloud computing services used over the internet","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",35.7587,NA,NA
"2023A00","Poland","Not applicable","Enterprises who have ERP software package to share information between different functional areas","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",35.9767,NA,NA
"2023A00","Slovenia","Not applicable","Enterprises buying sophisticated or intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM, CC_PSEC, CC_PDB, CC_PDEV","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",35.9951,NA,NA
"2023A00","Slovenia","Vzhodna Slovenija","Buy cloud computing services used over the internet","SI03","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",36.1842,NA,NA
"2023A00","Denmark","Not applicable","Enterprises with e-commerce sales of at least 1% turnover","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",36.4606,NA,NA
"2023A00","Austria","Tirol","Enterprises who have ERP software package to share information between different functional areas","AT33","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",36.5931,NA,NA
"2023A00","Latvia","Not applicable","Data analytics for the enterprise is performed by the enterprise's own employees or by an external provider","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",36.8659,NA,NA
"2023A00","Slovenia","Slovenija","Enterprises who have ERP software package to share information between different functional areas","SI0","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",37.006,NA,NA
"2023A00","Slovenia","Not applicable","Enterprises who have ERP software package to share information between different functional areas","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",37.006,NA,NA
"2023A00","Luxembourg","Not applicable","Buy cloud computing services used over the internet","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",37.0353,NA,NA
"2023A00","Hungary","Ã‰szak-AlfÃ¶ld","Buy cloud computing services used over the internet","HU32","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",37.0783,NA,NA
"2023A00","Germany","Not applicable","Data analytics for the enterprise is performed by the enterprise's own employees or by an external provider","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",37.0799,NA,NA
"2023A00","Ireland","Not applicable","Data analytics for the enterprise is performed by the enterprise's own employees or by an external provider","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",37.0853,NA,NA
"2023A00","Hungary","Not applicable","Enterprises buying sophisticated or intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM, CC_PSEC, CC_PDB, CC_PDEV","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",37.1198,NA,NA
"2023A00","Portugal","Not applicable","Buy cloud computing services used over the internet","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",37.5001,NA,NA
"2023A00","Austria","Wien","Enterprises using Customer Relationship Management (CRM) software (as of 2023)","AT13","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",37.5976,NA,NA
"2023A00","Denmark","Not applicable","Use two or more social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",37.6837,NA,NA
"2023A00","Hungary","Ã‰szak-MagyarorszÃ¡g","Buy cloud computing services used over the internet","HU31","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",37.8726,NA,NA
"2023A00","Hungary","DÃ©l-DunÃ¡ntÃºl","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","HU23","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",37.9163,NA,NA
"2023A00","Hungary","Nyugat-DunÃ¡ntÃºl","Buy cloud computing services used over the internet","HU22","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",37.9183,NA,NA
"2023A00","Spain","CataluÃ±a","Enterprises using Customer Relationship Management (CRM) software (as of 2023)","ES51","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",37.9306,NA,NA
"2023A00","Spain","Not applicable","Data analytics for the enterprise is performed by the enterprise's own employees or by an external provider","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",38.0094,NA,NA
"2023A00","Bulgaria","Not applicable","Use any social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",38.0427,NA,NA
"2023A00","Hungary","AlfÃ¶ld Ã©s Ã‰szak","Buy cloud computing services used over the internet","HU3","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",38.2077,NA,NA
"2023A00","Spain","Not applicable","Use two or more social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",38.2468,NA,NA
"2023A00","Bulgaria","Yugozapadna i yuzhna tsentralna Bulgaria","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","BG4","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",38.3673,NA,NA
"2023A00","Lithuania","Not applicable","Buy cloud computing services used over the internet","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",38.3915,NA,NA
"2023A00","Germany","Not applicable","Enterprises buying sophisticated or intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM, CC_PSEC, CC_PDB, CC_PDEV","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",38.4966,NA,NA
"2023A00","Portugal","Not applicable","Data analytics for the enterprise is performed by the enterprise's own employees or by an external provider","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",38.5555,NA,NA
"2023A00","Austria","Salzburg","Enterprises who have ERP software package to share information between different functional areas","AT32","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",38.6825,NA,NA
"2023A00","European Union - 27 countries (from 2020)","Not applicable","Enterprises buying sophisticated or intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM, CC_PSEC, CC_PDB, CC_PDEV","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",38.8581,NA,"FR: break in series due to change of sutatistical unit from legal unit to enterprise in 2022"
"2023A00","Portugal","Not applicable","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",39.1109,NA,NA
"2023A00","Malta","Not applicable","Enterprises using Customer Relationship Management (CRM) software (as of 2023)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",39.192,NA,NA
"2023A00","Belgium","RÃ©gion de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest","Enterprises using Customer Relationship Management (CRM) software (as of 2023)","BE1","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",39.2819,NA,NA
"2023A00","Belgium","Not applicable","Enterprises using Customer Relationship Management (CRM) software (as of 2023)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",39.4349,NA,NA
"2023A00","Hungary","DÃ©l-AlfÃ¶ld","Buy cloud computing services used over the internet","HU33","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",39.4516,NA,NA
"2023A00","Belgium","RÃ©gion wallonne","Buy cloud computing services used over the internet","BE3","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",39.5189,NA,NA
"2023A00","Austria","NiederÃ¶sterreich","Buy cloud computing services used over the internet","AT12","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",39.7535,NA,NA
"2023A00","Hungary","KÃ¶zÃ©p-MagyarorszÃ¡g","Enterprises who have ERP software package to share information between different functional areas","HU1","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",39.981,NA,NA
"2023A00","Slovenia","Zahodna Slovenija","Enterprises who have ERP software package to share information between different functional areas","SI04","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",40.0121,NA,NA
"2023A00","Austria","Not applicable","Enterprises who have ERP software package to share information between different functional areas","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",40.1259,NA,NA
"2023A00","Slovenia","Slovenija","Buy cloud computing services used over the internet","SI0","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",40.2127,NA,NA
"2023A00","Slovenia","Not applicable","Buy cloud computing services used over the internet","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",40.2127,NA,NA
"2023A00","Hungary","DunÃ¡ntÃºl","Buy cloud computing services used over the internet","HU2","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",40.314,NA,NA
"2023A00","Romania","Bucuresti - Ilfov","Enterprises who have ERP software package to share information between different functional areas","RO32","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",40.4777,NA,NA
"2023A00","Romania","Not applicable","Use any social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",40.5223,NA,NA
"2023A00","Lithuania","Not applicable","Data analytics for the enterprise is performed by the enterprise's own employees or by an external provider","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",40.5272,NA,NA
"2023A00","Finland","Not applicable","Data analytics for the enterprise is performed by the enterprise's own employees or by an external provider","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",40.5533,NA,NA
"2023A00","Spain","Canarias","Enterprises who have ERP software package to share information between different functional areas","ES7","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",40.5952,NA,NA
"2023A00","Spain","Canarias","Enterprises who have ERP software package to share information between different functional areas","ES70","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",40.5952,NA,NA
"2023A00","Hungary","DunÃ¡ntÃºl","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","HU2","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",40.6508,NA,NA
"2023A00","Croatia","Not applicable","Enterprises buying sophisticated or intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM, CC_PSEC, CC_PDB, CC_PDEV","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",40.7323,NA,NA
"2023A00","Hungary","AlfÃ¶ld Ã©s Ã‰szak","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","HU3","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",40.7635,NA,NA
"2023A00","Austria","Not applicable","Use two or more social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",40.8216,NA,NA
"2023A00","Austria","NiederÃ¶sterreich","Enterprises who have ERP software package to share information between different functional areas","AT12","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",40.924,NA,NA
"2023A00","Croatia","Sjeverna Hrvatska","Buy cloud computing services used over the internet","HR06","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",40.989,NA,NA
"2023A00","Austria","OstÃ¶sterreich","Enterprises who have ERP software package to share information between different functional areas","AT1","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",41.0007,NA,NA
"2023A00","Hungary","DÃ©l-DunÃ¡ntÃºl","Buy cloud computing services used over the internet","HU23","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",41.0797,NA,NA
"2023A00","Romania","Bucuresti - Ilfov","Buy cloud computing services used over the internet","RO32","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",41.0879,NA,NA
"2023A00","Spain","Illes Balears","Enterprises who have ERP software package to share information between different functional areas","ES53","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",41.2149,NA,NA
"2023A00","Hungary","Nyugat-DunÃ¡ntÃºl","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","HU22","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",41.2529,NA,NA
"2023A00","Slovakia","ZÃ¡padnÃ© Slovensko","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","SK02","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",41.2794,NA,NA
"2023A00","Spain","CataluÃ±a","Buy cloud computing services used over the internet","ES51","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",41.4174,NA,NA
"2023A00","Croatia","Jadranska Hrvatska","Buy cloud computing services used over the internet","HR03","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",41.589,NA,NA
"2023A00","Cyprus","Not applicable","Enterprises who have ERP software package to share information between different functional areas","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",41.6116,NA,NA
"2023A00","Spain","Castilla-la Mancha","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","ES42","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",41.6694,NA,NA
"2023A00","Lithuania","Not applicable","Enterprises who have ERP software package to share information between different functional areas","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",41.9237,NA,NA
"2023A00","Hungary","KÃ¶zÃ©p-DunÃ¡ntÃºl","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","HU21","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",41.9649,NA,NA
"2023A00","Romania","Macroregiunea trei","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","RO3","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",41.9814,NA,NA
"2023A00","Hungary","KÃ¶zÃ©p-DunÃ¡ntÃºl","Buy cloud computing services used over the internet","HU21","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",42.0434,NA,NA
"2023A00","Hungary","Ã‰szak-AlfÃ¶ld","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","HU32","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",42.0449,NA,NA
"2023A00","Spain","Cantabria","Enterprises who have ERP software package to share information between different functional areas","ES13","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",42.1374,NA,NA
"2023A00","Spain","Cantabria","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","ES13","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",42.1508,NA,NA
"2023A00","Austria","WestÃ¶sterreich","Enterprises who have ERP software package to share information between different functional areas","AT3","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",42.1762,NA,NA
"2023A00","Italy","Not applicable","Enterprises who have ERP software package to share information between different functional areas","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",42.2484,NA,NA
"2023A00","Denmark","Not applicable","Enterprises using Customer Relationship Management (CRM) software (as of 2023)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",42.3106,NA,NA
"2023A00","Austria","Wien","Enterprises who have ERP software package to share information between different functional areas","AT13","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",42.3369,NA,NA
"2023A00","Netherlands","Not applicable","Use two or more social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",42.6881,NA,NA
"2023A00","Slovakia","VÃ½chodnÃ© Slovensko","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","SK04","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",42.7307,NA,NA
"2023A00","Hungary","Budapest","Enterprises who have ERP software package to share information between different functional areas","HU11","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",42.8624,NA,NA
"2023A00","European Union - 27 countries (from 2020)","Not applicable","Enterprises who have ERP software package to share information between different functional areas","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",43.3095,NA,"FR: break in series due to change of sutatistical unit from legal unit to enterprise in 2022"
"2023A00","Austria","Burgenland (AT)","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","AT11","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",43.5203,NA,NA
"2023A00","Spain","Castilla-la Mancha","Enterprises who have ERP software package to share information between different functional areas","ES42","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",43.5585,NA,NA
"2023A00","Germany","Not applicable","Enterprises who have ERP software package to share information between different functional areas","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",43.708,NA,NA
"2023A00","Spain","Centro (ES)","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","ES4","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",43.7359,NA,NA
"2023A00","Luxembourg","Not applicable","Enterprises who have ERP software package to share information between different functional areas","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",43.8414,NA,NA
"2023A00","Austria","KÃ¤rnten","Buy cloud computing services used over the internet","AT21","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",43.9198,NA,NA
"2023A00","Austria","SÃ¼dÃ¶sterreich","Buy cloud computing services used over the internet","AT2","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",43.9409,NA,NA
"2023A00","Belgium","Vlaams Gewest","Enterprises using Customer Relationship Management (CRM) software (as of 2023)","BE2","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",43.9424,NA,NA
"2023A00","Slovenia","Zahodna Slovenija","Buy cloud computing services used over the internet","SI04","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",43.9462,NA,NA
"2023A00","Austria","Steiermark","Buy cloud computing services used over the internet","AT22","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",43.9498,NA,NA
"2023A00","Hungary","Pest","Buy cloud computing services used over the internet","HU12","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",43.9572,NA,NA
"2023A00","Sweden","Not applicable","Use two or more social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",43.9672,"b",NA
"2023A00","Austria","Tirol","Buy cloud computing services used over the internet","AT33","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",43.9811,NA,NA
"2023A00","Hungary","DÃ©l-AlfÃ¶ld","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","HU33","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",44.151,NA,NA
"2023A00","Croatia","Panonska Hrvatska","Buy cloud computing services used over the internet","HR02","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",44.2261,NA,NA
"2023A00","Slovakia","BratislavskÃ½ kraj","Buy cloud computing services used over the internet","SK01","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",44.3072,NA,NA
"2023A00","Cyprus","Not applicable","Use two or more social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",44.326,NA,NA
"2023A00","Belgium","Not applicable","Data analytics for the enterprise is performed by the enterprise's own employees or by an external provider","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",44.4718,NA,NA
"2023A00","Croatia","Panonska Hrvatska","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","HR02","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",44.6251,NA,NA
"2023A00","Croatia","Sjeverna Hrvatska","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","HR06","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",44.7482,NA,NA
"2023A00","Slovakia","StrednÃ© Slovensko","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","SK03","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",44.8419,NA,NA
"2023A00","Austria","Vorarlberg","Enterprises who have ERP software package to share information between different functional areas","AT34","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",44.8689,NA,NA
"2023A00","Hungary","Not applicable","Buy cloud computing services used over the internet","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",44.9394,NA,NA
"2023A00","Belgium","Not applicable","Use two or more social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",45.0083,NA,NA
"2023A00","Spain","Principado de Asturias","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","ES12","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",45.0146,NA,NA
"2023A00","Spain","Castilla y LeÃ³n","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","ES41","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",45.029,NA,NA
"2023A00","Croatia","Hrvatska","Buy cloud computing services used over the internet","HR0","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",45.0768,NA,NA
"2023A00","Croatia","Not applicable","Buy cloud computing services used over the internet","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",45.0768,NA,NA
"2023A00","Poland","Not applicable","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",45.1904,NA,NA
"2023A00","European Union - 27 countries (from 2020)","Not applicable","Buy cloud computing services used over the internet","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",45.2088,NA,"FR: break in series due to change of sutatistical unit from legal unit to enterprise in 2022"
"2023A00","Greece","Not applicable","Enterprises who have ERP software package to share information between different functional areas","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",45.3291,NA,NA
"2023A00","Bulgaria","Yugozapaden","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","BG41","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",45.3324,NA,NA
"2023A00","Cyprus","Not applicable","Enterprises buying sophisticated or intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM, CC_PSEC, CC_PDB, CC_PDEV","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",45.4651,NA,NA
"2023A00","Spain","Extremadura","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","ES43","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",45.5173,NA,NA
"2023A00","Spain","RegiÃ³n de Murcia","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","ES62","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",45.9391,NA,NA
"2023A00","Hungary","Pest","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","HU12","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",46.1182,NA,NA
"2023A00","Austria","Salzburg","Buy cloud computing services used over the internet","AT32","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",46.3136,NA,NA
"2023A00","Austria","OberÃ¶sterreich","Enterprises who have ERP software package to share information between different functional areas","AT31","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",46.3645,NA,NA
"2023A00","Spain","Centro (ES)","Enterprises who have ERP software package to share information between different functional areas","ES4","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",46.449,NA,NA
"2023A00","Austria","Not applicable","Buy cloud computing services used over the internet","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",46.4751,NA,NA
"2023A00","Poland","Not applicable","Enterprises buying sophisticated or intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM, CC_PSEC, CC_PDB, CC_PDEV","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",46.4998,NA,NA
"2023A00","Malta","Not applicable","Enterprises who have ERP software package to share information between different functional areas","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",46.5184,NA,NA
"2023A00","Spain","Canarias","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","ES7","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",46.7023,NA,NA
"2023A00","Spain","Canarias","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","ES70","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",46.7023,NA,NA
"2023A00","Austria","KÃ¤rnten","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","AT21","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",46.7546,NA,NA
"2023A00","Slovakia","Not applicable","Use any social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",46.8339,NA,NA
"2023A00","Spain","Extremadura","Enterprises who have ERP software package to share information between different functional areas","ES43","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",46.9727,NA,NA
"2023A00","Austria","OstÃ¶sterreich","Buy cloud computing services used over the internet","AT1","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",46.9938,NA,NA
"2023A00","Germany","Not applicable","Buy cloud computing services used over the internet","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",47.0007,NA,NA
"2023A00","Slovenia","Vzhodna Slovenija","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","SI03","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",47.0448,NA,NA
"2023A00","Italy","Not applicable","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",47.0618,NA,NA
"2023A00","Austria","Tirol","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","AT33","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",47.1258,NA,NA
"2023A00","Austria","WestÃ¶sterreich","Buy cloud computing services used over the internet","AT3","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",47.1406,NA,NA
"2023A00","Czechia","Not applicable","Buy cloud computing services used over the internet","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",47.1501,NA,NA
"2023A00","Portugal","Not applicable","Enterprises who have ERP software package to share information between different functional areas","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",47.2268,NA,NA
"2023A00","France","Not applicable","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",47.2565,NA,NA
"2023A00","Croatia","Jadranska Hrvatska","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","HR03","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",47.2832,NA,NA
"2023A00","France","Not applicable","Enterprises who have ERP software package to share information between different functional areas","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",47.2832,"b","break in series due to change of sutatistical unit from legal unit to enterprise in 2022"
"2023A00","Spain","AndalucÃ­a","Enterprises who have ERP software package to share information between different functional areas","ES61","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",47.552,NA,NA
"2023A00","Poland","Not applicable","Use any social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",47.6288,NA,NA
"2023A00","Belgium","Not applicable","Enterprises buying sophisticated or intermediate CC services, at least one of: CC_PFACC, CC_PERP, CC_PCRM, CC_PSEC, CC_PDB, CC_PDEV","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",47.6874,NA,NA
"2023A00","Spain","Sur (ES)","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","ES6","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",47.7071,NA,NA
"2023A00","Hungary","Not applicable","Use any social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",47.8393,NA,NA
"2023A00","Spain","AndalucÃ­a","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","ES61","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",48.0596,NA,NA
"2023A00","Spain","Ciudad de Melilla","Enterprises who have ERP software package to share information between different functional areas","ES64","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",48.1132,NA,NA
"2023A00","Austria","OberÃ¶sterreich","Buy cloud computing services used over the internet","AT31","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",48.153,NA,NA
